timestamp,open,high,low,close,volume
1726444800000,2316.09000000,2335.70000000,2252.39000000,2307.80000000,174491.29100000,1726487999999,399784938.31431900,1081171,85155.22080000,195108682.99733000,0
1726488000000,2307.80000000,2312.60000000,2267.60000000,2295.68000000,156063.94100000,1726531199999,356933297.36791500,1021148,68678.79030000,157144584.83511000,0
1726531200000,2295.67000000,2323.69000000,2263.29000000,2308.12000000,92223.36160000,1726574399999,211990886.57676100,535513,44391.78320000,102032315.48288600,0
1726574400000,2308.12000000,2393.63000000,2302.61000000,2341.80000000,181982.89720000,1726617599999,428316910.01728100,1278011,90099.85380000,212103128.77293100,0
1726617600000,2341.79000000,2343.28000000,2277.34000000,2300.59000000,101607.82920000,1726660799999,235458120.86589500,955452,49005.73790000,113570047.21290700,0
1726660800000,2300.60000000,2376.14000000,2288.00000000,2374.75000000,191309.77160000,1726703999999,444398630.30515800,1600187,95161.50220000,221171346.81364200,0
1726704000000,2374.74000000,2442.60000000,2372.60000000,2435.35000000,168628.13460000,1726747199999,406485704.10901700,926591,89517.98860000,215783060.41178900,0
1726747200000,2435.34000000,2494.95000000,2420.48000000,2465.21000000,158117.89740000,1726790399999,388334976.88603700,1935505,81590.48610000,200349307.59223800,0
1726790400000,2465.21000000,2571.93000000,2437.31000000,2544.96000000,196051.29690000,1726833599999,495640433.07684700,1681603,99660.66830000,251896772.43341400,0
1726833600000,2544.95000000,2570.00000000,2516.20000000,2561.40000000,144703.29430000,1726876799999,368376175.03871600,1559646,73441.04490000,187024335.32988000,0
1726876800000,2561.40000000,2587.40000000,2528.97000000,2556.50000000,81517.56130000,1726919999999,208256489.17692100,700836,39722.96680000,101484736.76587800,0
1726920000000,2556.49000000,2623.34000000,2550.44000000,2612.40000000,73240.31600000,1726963199999,188696981.34071000,724942,39241.10360000,101153829.27877400,0
1726963200000,2612.40000000,2632.57000000,2569.61000000,2580.59000000,96267.66710000,1727006399999,249936068.48321100,895851,45636.31170000,118541965.95293100,0
1727006400000,2580.59000000,2594.00000000,2524.58000000,2581.00000000,117998.65860000,1727049599999,303123781.07018800,1171960,52200.73950000,134095017.62044700,0
1727049600000,2580.99000000,2687.24000000,2539.49000000,2646.00000000,179367.18030000,1727092799999,473376999.06012300,1873849,87091.18480000,229765949.87043600,0
1727092800000,2646.00000000,2702.82000000,2631.45000000,2646.97000000,153914.83460000,1727135999999,410141258.13928400,1618555,74690.93300000,199066964.33067600,0
1727136000000,2646.98000000,2667.75000000,2609.40000000,2636.85000000,122782.99990000,1727179199999,323627901.49804800,1005867,60034.18060000,158243789.41198000,0
1727179200000,2636.86000000,2670.96000000,2591.56000000,2653.20000000,165817.04030000,1727222399999,436531718.48348600,1724604,80621.70900000,212314659.55393700,0
1727222400000,2653.20000000,2673.50000000,2610.53000000,2627.40000000,110133.22320000,1727265599999,290128705.92197500,1057399,51638.37430000,136090871.33726600,0
1727265600000,2627.39000000,2629.56000000,2554.05000000,2579.95000000,110210.20610000,1727308799999,285972218.78957100,1389190,52249.50410000,135640731.26220600,0
1727308800000,2580.09000000,2639.50000000,2559.20000000,2628.80000000,118779.11540000,1727351999999,309865475.05752100,1107187,60787.20240000,158574887.63227400,0
1727352000000,2628.79000000,2666.22000000,2607.92000000,2632.26000000,159907.24190000,1727395199999,422015693.85917400,1790276,78418.24490000,207005609.42215000,0
1727395200000,2632.25000000,2677.61000000,2615.21000000,2652.00000000,125078.48870000,1727438399999,331542328.56318300,1069669,70513.25820000,186972256.08183700,0
1727438400000,2652.00000000,2728.60000000,2642.20000000,2694.43000000,156748.49050000,1727481599999,421691530.79548900,1529593,81229.25110000,218604106.53163900,0
1727481600000,2694.43000000,2704.35000000,2650.00000000,2675.22000000,74927.99970000,1727524799999,200937746.88411700,658649,35691.26980000,95734769.97278700,0
1727524800000,2675.23000000,2684.51000000,2652.20000000,2675.21000000,62302.03450000,1727567999999,166362211.17855900,534155,30232.95040000,80732492.36338100,0
1727568000000,2675.21000000,2683.70000000,2629.73000000,2652.49000000,92914.19840000,1727611199999,246550990.55089700,651588,46531.85640000,123456164.07614400,0
1727611200000,2652.49000000,2673.41000000,2641.00000000,2657.62000000,67640.11620000,1727654399999,179935297.72538000,765457,34954.14970000,92997462.01240000,0
1727654400000,2657.62000000,2663.50000000,2592.42000000,2628.94000000,162258.58650000,1727697599999,425800057.94727400,1360557,77513.16670000,203451899.91239000,0
1727697600000,2628.94000000,2638.94000000,2575.00000000,2602.23000000,120217.20960000,1727740799999,313197839.63181100,1323838,57718.42780000,150382870.09126100,0
1727740800000,2602.24000000,2659.00000000,2591.34000000,2628.87000000,116776.22360000,1727783999999,307383732.13554700,934216,56416.92550000,148556371.03192300,0
1727784000000,2628.86000000,2633.42000000,2414.00000000,2447.79000000,386052.45680000,1727827199999,967684313.68100100,3591226,185145.54610000,464170641.01538700,0
1727827200000,2447.78000000,2499.00000000,2441.71000000,2455.22000000,118423.45790000,1727870399999,292835366.33754800,1454356,59063.12360000,146112053.18508500,0
1727870400000,2455.22000000,2478.89000000,2352.00000000,2364.10000000,199061.27710000,1727913599999,479980093.02900300,2845013,96700.71770000,233212959.27851300,0
1727913600000,2364.09000000,2403.38000000,2318.72000000,2352.34000000,167776.81000000,1727956799999,396513653.94995800,1745842,74854.54890000,177008362.83068600,0
1727956800000,2352.35000000,2366.09000000,2310.00000000,2349.80000000,146859.11630000,1727999999999,343219155.53192900,2350169,74444.49470000,174020204.69285700,0
1728000000000,2349.80000000,2393.52000000,2339.15000000,2386.20000000,92534.07840000,1728043199999,219675919.14692300,1064929,47012.42830000,111630306.44961400,0
1728043200000,2386.20000000,2441.64000000,2352.60000000,2414.41000000,146848.93860000,1728086399999,352951497.95844600,1491373,74479.75930000,179005101.72541600,0
1728086400000,2414.41000000,2428.23000000,2390.26000000,2417.19000000,49020.98070000,1728129599999,118382500.92250300,539754,24676.10260000,59607924.46050500,0
1728129600000,2417.19000000,2424.15000000,2390.05000000,2414.66000000,54719.25090000,1728172799999,131751096.76581900,607747,24968.75110000,60132319.69041400,0
1728172800000,2414.66000000,2430.73000000,2407.00000000,2426.63000000,36340.44310000,1728215999999,87903174.89875900,394412,20136.24470000,48703345.09241900,0
1728216000000,2426.64000000,2457.80000000,2415.65000000,2440.03000000,69412.26650000,1728259199999,169310600.55412100,702694,35904.24950000,87580206.38113900,0
1728259200000,2440.02000000,2512.92000000,2435.84000000,2475.84000000,142494.20010000,1728302399999,353036452.29484000,1278580,71467.29880000,177051870.43740500,0
1728302400000,2475.84000000,2521.00000000,2403.00000000,2422.71000000,157965.34060000,1728345599999,389127284.67207100,1802753,75585.89380000,186213635.97724400,0
