Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
2024-09-17 20:00:00,2353.09,2361.6,2328.79,2341.8,26354.3507,2024-09-17 23:59:59.999,61845452.254269,193459,12269.92770000,28794113.64390700,0
2024-09-18 00:00:00,2341.79,2343.28,2309.69,2334.79,33269.0484,2024-09-18 03:59:59.999,77439941.549321,292708,16621.48100000,38696497.60404300,0
2024-09-18 04:00:00,2334.79,2336.24,2312.64,2330.0,24340.0227,2024-09-18 07:59:59.999,56622338.950739,173739,10891.18700000,25337902.44578300,0
2024-09-18 08:00:00,2330.0,2330.01,2277.34,2300.59,43998.7581,2024-09-18 11:59:59.999,101395840.365835,489005,21493.06990000,49535647.16308100,0
2024-09-18 12:00:00,2300.6,2318.0,2288.0,2296.0,39254.5568,2024-09-18 15:59:59.999,90317600.568226,576448,18109.78810000,41680017.43380000,0
2024-09-18 16:00:00,2296.0,2364.42,2288.25,2315.19,107978.8702,2024-09-18 19:59:59.999,251180009.122441,808766,53910.13790000,125426128.84202700,0
2024-09-18 20:00:00,2315.19,2376.14,2290.0,2374.75,44076.3446,2024-09-18 23:59:59.999,102901020.614491,214973,23141.57620000,54065200.53781500,0
2024-09-19 00:00:00,2374.74,2412.82,2372.6,2403.68,74063.4655,2024-09-19 03:59:59.999,177148873.785258,289774,40512.83880000,96927910.82642700,0
2024-09-19 04:00:00,2403.69,2442.6,2399.59,2438.06,51924.8166,2024-09-19 07:59:59.999,125581045.935677,318668,27632.50580000,66844990.93975000,0
2024-09-19 08:00:00,2438.07,2442.1,2423.35,2435.35,42639.8525,2024-09-19 11:59:59.999,103755784.388082,318149,21372.64400000,52010158.64561200,0
2024-09-19 12:00:00,2435.34,2453.0,2420.48,2440.0,57030.3325,2024-09-19 15:59:59.999,138896299.231964,802215,30581.25520000,74497521.52026700,0
2024-09-19 16:00:00,2439.99,2494.95,2433.41,2460.93,69471.6538,2024-09-19 19:59:59.999,171475822.577955,812525,35806.55570000,88360905.06055500,0
2024-09-19 20:00:00,2460.94,2478.8,2452.26,2465.21,31615.9111,2024-09-19 23:59:59.999,77962855.076118,320765,15202.67520000,37490881.01141600,0
2024-09-20 00:00:00,2465.21,2521.71,2437.31,2520.56,49254.4522,2024-09-20 03:59:59.999,121684027.139206,477606,26946.16950000,66667135.49496400,0
2024-09-20 04:00:00,2520.56,2571.93,2516.81,2561.0,103499.6359,2024-09-20 07:59:59.999,263620707.778133,813998,53155.29240000,135385156.68399500,0
2024-09-20 08:00:00,2561.0,2565.0,2539.34,2544.96,43297.2088,2024-09-20 11:59:59.999,110335698.159508,389999,19559.20640000,49844480.25445500,0
2024-09-20 12:00:00,2544.95,2570.0,2516.2,2560.27,81292.3298,2024-09-20 15:59:59.999,206848450.911194,885503,42829.20460000,109027573.21001300,0
2024-09-20 16:00:00,2560.27,2569.0,2525.36,2540.98,42141.6771,2024-09-20 19:59:59.999,107314118.583109,496257,19482.78870000,49624897.65079000,0
2024-09-20 20:00:00,2540.97,2562.4,2538.47,2561.4,21269.2874,2024-09-20 23:59:59.999,54213605.544413,177886,11129.05160000,28371864.46907700,0
2024-09-21 00:00:00,2561.4,2587.4,2534.17,2544.0,43762.2681,2024-09-21 03:59:59.999,112092270.885374,383119,20878.35230000,53495609.78521400,0
2024-09-21 04:00:00,2544.01,2558.99,2528.97,2555.77,24115.9844,2024-09-21 07:59:59.999,61372606.467864,190286,12554.34360000,31941923.37626700,0
2024-09-21 08:00:00,2555.77,2557.34,2545.04,2556.5,13639.3088,2024-09-21 11:59:59.999,34791611.823683,127431,6290.27090000,16047203.60439700,0
2024-09-21 12:00:00,2556.49,2576.47,2550.44,2560.0,26807.5925,2024-09-21 15:59:59.999,68714773.47058,242274,13935.54150000,35722236.51093400,0
2024-09-21 16:00:00,2560.0,2578.4,2556.21,2572.05,16053.7707,2024-09-21 19:59:59.999,41221054.149497,204799,7471.87670000,19187413.22698100,0
2024-09-21 20:00:00,2572.06,2623.34,2560.0,2612.4,30378.9528,2024-09-21 23:59:59.999,78761153.720633,277869,17833.68540000,46244179.54085900,0
