timestamp,price
2024-09-08 16:06:10.738,60.71203529064837
2024-09-08 17:07:52.441,60.66379774839301
2024-09-08 18:09:56.531,61.13938451852532
2024-09-08 19:10:49.994,60.94072073871393
2024-09-08 20:05:46.315,60.72349462025595
2024-09-08 21:04:25.318,60.68984254067279
2024-09-08 22:04:57.193,60.20976156263451
2024-09-08 23:05:32.542,60.58867142624022
2024-09-09 00:08:42.723,60.83063563964747
2024-09-09 01:11:35.658,60.735390777977344
2024-09-09 02:02:59.166,60.592344286919335
2024-09-09 03:16:34.948,60.26642526121945
2024-09-09 04:08:40.102,60.37480438196019
2024-09-09 05:20:49.789,60.3899555990802
2024-09-09 06:21:25.053,60.380252953707846
2024-09-09 07:17:04.078,60.536181954569955
2024-09-09 08:05:42.247,60.648087736332734
2024-09-09 09:11:41.551,60.85449206513137
2024-09-09 10:06:44.516,60.30816964791861
2024-09-09 11:02:13.513,60.511191306240406
2024-09-09 12:25:23.318,60.40583728858398
2024-09-09 13:00:47.620,60.388843710256374
2024-09-09 14:15:30.840,60.54096043152934
2024-09-09 15:04:39.345,59.80474441114859
2024-09-09 16:09:36.423,60.18188979535405
2024-09-09 17:09:22.234,61.00516699612253
2024-09-09 18:05:40.682,60.98257847206366
2024-09-09 19:27:07.755,61.06472593385231
2024-09-09 20:04:42.325,61.531240826736166
2024-09-09 21:21:54.523,61.76912909048901
2024-09-09 22:23:25.705,61.514165569407716
2024-09-09 23:16:46.522,61.45032885025856
2024-09-10 00:17:23.606,61.063998817215136
2024-09-10 01:18:31.469,60.80169244373905
2024-09-10 02:15:16.393,60.51135490573519
2024-09-10 03:06:40.927,60.51937124749289
2024-09-10 04:10:41.317,60.69146032327569
2024-09-10 05:18:21.096,60.60948550707799
2024-09-10 06:10:24.377,60.75452660570401
2024-09-10 07:19:32.485,60.84718650363598
2024-09-10 08:11:56.134,61.255460980039025
2024-09-10 09:11:26.882,60.793376836716824
2024-09-10 10:07:05.554,60.87788234620366
2024-09-10 11:06:08.246,60.85339526014434
2024-09-10 12:21:04.555,61.03406904885972
2024-09-10 13:06:32.574,61.04793660968789
2024-09-10 14:25:15.225,60.66291872794569
2024-09-10 15:26:59.448,61.055500307661866
2024-09-10 16:32:05.339,60.971810296251284
2024-09-10 17:40:54.985,61.27504194892638
2024-09-10 18:17:23.349,61.62042157741014
2024-09-10 19:28:10.706,61.508833103237286
2024-09-10 20:42:14.137,61.5655508663261
2024-09-10 21:20:49.404,61.49666815356205
2024-09-10 22:16:08.361,61.58009653650374
2024-09-10 23:32:09.385,61.73246811450538
2024-09-11 00:33:31.769,61.17630325429584
2024-09-11 01:23:39.213,61.42226722863227
2024-09-11 02:24:55.584,61.18590867315176
2024-09-11 03:29:07.500,61.15663226722505
2024-09-11 04:10:31.405,61.30925779884888
2024-09-11 05:25:58.334,61.098341440080866
2024-09-11 06:05:02.974,61.3187313416451
2024-09-11 07:04:55.044,61.81046002770197
2024-09-11 08:03:52.468,61.46854480591555
2024-09-11 09:17:27.149,61.68788635139125
2024-09-11 10:16:39.603,61.387170965400294
